XYZ (13541 points)
4468.000 3464.000 72.824
5518.657 4438.402 40.000
5487.568 4326.482 50.665
5450.000 4257.500 47.795
5583.931 4464.735 38.073
5580.337 4500.914 39.679
5078.714 4377.584 59.755
5586.206 4482.557 38.677
8662.993 3505.964 24.061
5724.111 4512.283 40.000
5661.946 4563.049 50.000
5630.855 4534.420 46.319
5733.805 4611.737 50.295
5691.053 4669.436 50.192
5799.858 4692.024 62.406
5052.007 4414.947 86.155
5662.429 4515.299 41.393
5726.309 4527.026 40.594
5627.260 4613.042 45.322
5745.150 4433.518 36.065
5034.933 4412.654 86.740
4785.348 4268.849 60.052
4792.408 4284.830 69.942
4796.307 4261.615 54.432
7947.294 3398.890 39.662
7462.027 3227.348 28.596
7498.881 3280.294 32.320
7637.569 3414.123 52.040
7646.809 3203.946 27.799
7694.643 3147.793 27.242
7476.179 3177.240 28.205
7634.646 3317.763 33.905
7755.130 3271.978 28.297
7504.073 3367.584 49.212
7394.237 3208.150 34.254
7409.009 3256.583 40.000
7392.366 3191.870 33.316
7841.078 3233.452 27.152
7917.871 3258.249 26.865
8002.247 3342.969 27.885
8031.880 3304.705 26.574
8102.120 3290.125 25.604
8174.665 3317.764 25.369
8126.278 3325.564 26.006
8110.129 3382.372 26.856
8162.552 3591.209 36.557
8602.386 3623.400 29.497
8296.845 3436.758 25.621
8224.044 3479.639 27.611
8259.657 3378.541 25.238
8351.558 3512.910 25.652
8441.398 3520.357 25.031
8506.674 3559.883 25.087
8603.002 3765.907 39.802
8293.522 3564.328 29.175
8541.380 3524.135 24.503
8180.353 3757.667 53.689
8195.655 3880.333 70.000
7920.613 3535.933 40.000
4769.733 4312.992 84.557
4766.946 4340.592 90.000
5127.852 4035.349 50.221
5134.569 4119.019 40.193
5147.652 4169.000 45.173
5154.194 4193.990 45.961
5153.872 4314.735 42.643
6229.330 4336.055 30.350
4393.156 3150.540 80.074
4277.062 3098.778 88.960
4346.482 3334.048 76.627
4202.562 3050.661 74.242
9651.305 2151.510 20.000
9283.764 2245.351 26.744
4684.708 2892.417 90.003
6272.989 4355.115 32.703
4507.000 4116.000 68.549
12707.460 2795.916 4.682
12501.170 2812.294 7.286
11523.110 2901.846 11.884
11115.910 3011.362 9.207
4583.759 4127.278 90.000
4525.209 4227.658 61.367
4565.450 4263.220 45.404
4539.729 4153.773 79.782
4586.754 4180.528 82.000
4576.375 4221.367 67.802
4580.433 4251.809 58.771
4509.253 4270.762 45.678
4544.388 4377.667 96.540
4515.729 4380.836 84.092
4499.778 4346.101 66.788
4549.801 4356.466 79.821
4568.196 4295.188 47.686
4548.145 4323.880 61.395
10877.850 2983.888 14.779
10667.926 2931.536 11.012
10352.845 2804.190 16.940
10215.243 2864.905 15.851
10067.840 2934.926 17.786
9395.861 3254.457 20.339
9194.108 3194.075 18.946
9786.786 2855.594 18.476
13538.887 1891.055 4.897
13886.001 1864.000 0.681
8859.451 2003.484 30.000
9162.966 2099.024 27.418
9393.074 2019.308 21.114
9653.959 1948.421 26.370
8353.148 1846.613 38.804
8647.289 2047.415 32.014
14216.001 1746.000 3.287
13555.510 1944.041 3.316
14012.800 1860.704 2.914
14124.089 1824.446 1.032
6261.805 4316.729 30.025
6278.043 4307.067 31.093
4608.421 4093.315 90.000
4470.165 4131.941 59.764
4551.303 4075.088 83.005
4521.625 3911.285 70.000
4533.031 4037.547 77.162
4570.081 4028.620 89.724
4486.222 3788.265 81.830
4484.232 4164.023 60.273
4472.111 4204.194 58.316
4614.111 4084.920 90.088
14315.001 1420.000 3.092
14897.000 1677.000 2.217
15608.001 1694.000 2.362
14189.001 2211.600 2.557
14124.679 1622.222 3.484
14192.976 1682.297 3.321
13518.125 1791.034 4.934
13507.519 1886.101 4.934
13522.447 1876.433 4.909
13922.249 1695.594 4.127
13876.109 1847.954 3.377
13901.167 1780.612 2.642
13541.618 1817.530 4.887
13559.812 1872.847 4.868
13747.867 1861.925 4.545
13724.475 1863.445 4.617
13658.442 1864.376 4.732
13603.319 1867.836 4.813
13606.838 1814.902 4.799
13814.864 1725.598 4.382
13951.935 1807.518 4.053
13995.631 1720.374 3.936
14191.456 1707.026 3.362
14077.850 1693.744 3.727
14078.112 1765.073 3.735
13429.208 1985.346 5.034
13462.254 1902.499 4.974
13322.294 1892.779 5.115
13422.432 2010.335 5.099
13461.589 2082.626 5.178
15639.638 1985.406 2.500
15269.836 2005.935 2.500
14958.693 1992.351 0.144
14986.504 1773.273 2.500
14833.151 1965.187 0.607
14363.012 1600.346 2.706
5761.583 4402.785 35.373
14452.703 1801.231 2.737
14477.754 1679.739 2.527
14684.750 1770.787 2.500
14120.140 1881.126 3.620
14042.416 1946.513 3.682
14256.923 1907.300 2.759
14225.631 1816.990 3.218
14376.013 1938.874 2.733
14443.650 1942.872 2.634
14586.894 2112.858 2.492
14468.080 2039.655 2.540
15101.556 2178.769 2.490
15360.197 2190.641 2.910
15495.433 2180.149 2.699
13572.036 2133.751 4.186
13660.880 2138.671 5.194
13613.020 2236.383 5.290
13732.663 2077.126 4.681
13823.367 1967.800 4.357
13902.045 2022.412 4.072
13911.285 1950.284 4.141
13709.567 2236.246 5.018
13720.005 2195.540 5.035
13754.256 2007.824 4.557
14017.342 2101.179 2.823
13602.350 2184.291 5.296
13585.723 2132.968 5.266
13568.587 2197.911 5.339
13574.950 2160.271 3.356
13594.324 2123.275 5.253
13629.884 2094.956 5.148
13554.885 2234.348 5.426
13546.584 1975.684 4.998
13590.680 2048.158 5.100
16558.516 2991.724 0.076
16186.513 2928.829 0.382
16185.383 2981.497 0.217
16178.312 2514.556 1.470
16482.643 2720.847 0.860
16357.915 2318.355 1.935
16014.998 2030.822 2.454
15871.833 3133.125 0.349
15884.388 2329.890 2.254
15719.884 2188.837 2.588
15762.957 2195.857 2.552
15830.661 2193.603 2.506
15690.486 2445.315 3.351
15802.545 2362.463 2.447
15852.930 2555.651 1.807
15908.201 2895.777 0.808
5612.368 4479.787 37.955
5752.377 4412.126 35.667
6035.085 4415.382 39.587
4613.802 4164.462 87.770
4601.732 4206.380 71.474
4571.557 4311.177 55.508
6024.375 4382.246 36.832
9022.577 2739.988 22.944
8636.477 2758.896 34.604
8880.851 2765.936 30.000
9134.970 2696.121 20.582
9411.439 2662.361 19.949
9707.160 2203.541 20.000
9777.432 2360.510 22.854
9692.484 2564.343 20.000
8927.240 3346.394 22.374
8853.499 3388.004 22.454
8763.807 3418.267 19.953
9986.874 2853.219 17.583
9959.832 2896.447 17.016
9776.763 2861.985 18.527
9715.327 2977.340 17.864
9659.680 3074.877 15.827
16413.547 1684.071 1.517
16673.547 1042.120 9.755
16351.752 2092.569 2.931
16241.578 929.550 5.463
16818.639 1978.322 1.765
16703.135 1956.430 1.773
16886.717 1526.097 4.579
16588.949 2569.466 1.775
9626.738 3174.062 19.300
16575.127 3213.753 -1.488
16542.408 3413.564 -5.038
16303.442 3308.497 -0.445
16191.535 3364.790 -0.676
16182.575 3907.341 -17.430
16060.334 3474.881 -2.953
15901.821 3490.189 -0.499
16218.777 3569.779 -5.217
16380.797 3386.336 -3.702
16452.145 3181.988 -0.082
16417.975 3586.522 -8.189
16801.902 2995.394 0.002
17291.072 2702.266 0.090
9575.690 3203.901 19.640
9585.354 3151.260 19.167
6059.679 4475.522 58.950
5990.895 4480.461 60.370
5994.901 4385.907 36.933
5935.667 4382.469 36.274
6123.185 4368.995 36.137
6170.730 4438.296 38.981
5913.933 4442.513 39.786
5844.961 4490.181 40.776
5790.756 4455.761 39.296
5787.423 4439.393 38.161
5872.837 4525.098 51.746
5168.544 3992.504 63.194
5166.120 4017.375 50.049
4999.819 4286.326 45.829
5072.697 4199.457 50.000
5053.257 4201.315 57.056
4984.541 4183.173 73.307
4880.214 4176.925 90.000
4862.633 4200.348 70.025
4913.394 4164.966 90.000
4870.912 4168.490 90.000
4828.212 4157.742 90.000
4904.108 4209.872 72.102
4770.122 4189.495 58.860
4771.566 4161.953 76.816
5112.130 4305.076 44.415
5120.746 4287.158 44.026
5111.837 4253.946 47.550
5116.178 4322.521 43.626
5136.479 4327.935 43.362
5071.125 4318.658 43.857
5055.256 4117.079 52.799
5082.516 4099.317 50.000
5067.476 4123.196 50.091
5058.542 4142.163 50.858
5018.360 4099.820 62.409
5058.538 4043.212 60.000
4973.927 4156.112 73.374
4968.700 4108.679 73.807
4977.379 4079.269 74.408
4951.599 4070.523 79.705
9984.889 2636.660 20.000
10055.463 2855.270 17.689
9406.425 3312.790 19.064
9377.687 3343.541 20.930
9349.245 3463.169 22.564
9692.664 3204.537 19.299
9606.777 3288.034 20.000
9607.151 3243.384 19.986
9519.263 3251.536 20.031
9457.136 3286.121 20.466
14117.075 4443.477 1.895
9523.438 3298.246 20.001
9506.124 3257.793 20.141
9413.213 3422.686 22.072
9397.623 3548.083 28.510
9385.070 3421.173 21.489
9425.880 3344.083 20.698
9491.308 3350.978 20.221
9569.065 3433.628 21.454
9712.736 3341.928 20.000
9670.812 3439.576 22.667
9597.649 3552.593 29.853
9808.518 3247.452 19.991
9750.417 3271.833 19.968
9699.869 3187.881 19.132
9704.134 3154.300 19.009
9809.565 2924.810 17.858
9786.123 2984.844 17.586
9810.370 3008.148 17.903
9906.097 2950.970 18.134
9991.807 2980.758 18.167
10011.640 2938.749 17.896
10003.314 2927.108 16.510
10091.299 3044.849 18.727
9891.079 3189.890 19.246
10017.525 3128.014 19.003
10082.578 3132.703 19.010
9835.141 3100.235 18.998
9787.794 3090.870 19.004
13577.212 448.694 3.590
12428.035 1426.179 6.452
12189.428 2068.299 19.496
11999.524 2200.104 30.000
11798.318 2279.571 30.000
12259.268 2505.257 9.859
12539.504 2175.444 10.000
12404.055 1923.098 14.218
12178.082 1726.013 4.999
12700.854 2013.297 10.000
12970.579 1876.258 5.751
12988.174 2143.296 6.855
13055.970 2051.612 9.488
12958.421 1624.997 4.902
11680.463 1700.502 10.963
11565.506 1897.934 20.000
13228.419 1818.684 6.803
11392.418 943.795 7.572
11830.868 934.152 4.953
13286.124 1540.639 4.994
13211.437 1521.360 4.998
11759.543 1062.683 4.956
13577.853 1267.183 4.082
13327.933 875.869 3.865
12522.225 225.835 12.297
13750.007 1522.887 4.404
14484.740 1362.658 3.350
14021.988 758.913 3.145
14249.046 1139.761 3.242
14819.107 1226.930 2.500
14523.486 1428.932 2.526
14676.274 1510.577 2.500
15344.325 928.386 2.500
15244.270 1230.348 2.500
15160.070 1446.481 2.500
15716.803 531.624 2.505
14733.534 549.899 3.248
15470.546 1444.468 2.500
14784.126 -1176.978 5.000
14044.091 -503.831 4.344
12139.930 -585.470 18.880
11811.878 -1385.431 14.757
16667.643 -192.031 9.339
15203.232 3656.258 0.095
15746.397 4049.836 -11.938
14210.484 3346.436 2.380
14045.119 3564.719 2.861
13311.542 3639.906 3.155
12948.846 3256.828 24.258
14298.651 3928.288 1.429
14983.548 4061.485 0.002
14469.964 3763.998 1.445
12715.713 3547.914 25.930
12674.121 3786.507 26.904
12768.660 4213.423 24.509
13753.584 3140.685 11.071
13854.936 2752.148 4.159
15119.771 3214.417 0.916
15441.994 2985.619 1.262
15289.701 2889.014 1.237
15401.557 3103.565 1.073
14823.591 2876.835 2.638
14733.216 2781.467 2.831
14327.476 2734.547 3.138
15628.034 3581.535 0.353
14839.317 3208.919 1.519
13868.132 2915.057 3.879
12563.738 3505.009 24.913
12169.903 3818.000 46.403
11820.095 3689.900 42.622
12041.373 4406.753 34.371
12047.135 3491.776 35.825
14916.113 2685.988 2.750
14495.580 2326.476 2.742
14065.726 2330.941 2.839
12957.644 5027.237 4.552
13842.343 4600.356 2.111
14782.053 4752.730 -10.225
12843.264 4654.582 13.345
13633.461 5091.386 2.024
14438.477 5746.089 0.361
14963.629 5927.598 -4.375
13685.759 5503.676 1.554
12913.887 6461.478 14.497
10213.360 3448.381 20.000
10071.431 3254.760 19.740
10142.900 3223.471 19.758
9944.813 3488.113 20.000
4965.399 5151.888 70.000
9902.322 3724.746 38.831
9331.977 3348.418 21.143
9294.934 3337.687 21.337
9338.958 3299.517 20.877
9252.103 3333.627 21.558
9120.445 3390.781 22.730
9170.029 3446.527 22.874
9277.534 3490.679 22.802
9189.685 3535.563 30.000
9238.500 3294.830 21.249
3855.131 5144.787 100.000
9244.045 3225.517 16.884
2376.502 5305.401 99.828
8984.465 3397.571 22.818
8943.502 3410.095 22.923
2818.677 4822.567 100.000
2851.396 4830.551 91.845
2856.969 4858.542 90.441
2891.779 4865.354 90.000
2895.262 4894.516 93.697
9021.000 3288.282 22.081
3384.642 4513.210 100.000
3363.082 4483.859 100.000
8975.160 3512.165 30.000
3367.349 4531.869 100.000
8920.807 3478.478 23.494
9066.419 3417.055 22.920
9001.427 3652.659 30.000
8870.331 3824.816 41.625
8954.982 4025.584 30.000
2304.365 5858.242 90.272
2306.938 5888.010 92.505
2336.164 5890.457 93.692
2364.066 5927.686 90.000
2342.312 5921.503 90.000
8788.636 4071.262 30.000
9024.303 4129.106 39.236
1996.141 5249.631 100.000
2013.978 5269.084 100.000
2007.938 5300.755 100.000
2026.347 5315.598 100.000
9212.024 4358.704 39.887
688.415 5859.482 100.000
728.795 5797.227 100.000
711.746 5822.233 100.000
715.281 5847.601 100.000
754.937 5800.061 100.000
8689.440 3509.655 24.013
648.878 5107.014 100.000
629.226 5130.681 100.000
640.724 5169.540 100.000
612.959 5189.843 100.000
8774.209 3564.653 29.607
676.780 5112.847 100.000
688.319 5085.817 100.000
8765.276 3489.807 23.702
4940.684 4029.975 80.067
4128.011 3029.165 91.218
4117.223 3052.161 90.810
4047.972 2764.760 90.000
9095.285 3016.958 20.000
4031.090 2787.930 92.352
3948.435 2791.900 96.341
3978.138 2772.824 90.000
3999.265 2787.889 91.413
3922.394 2778.297 90.000
3913.126 2752.565 90.929
9319.446 3089.437 19.947
9333.271 2946.500 19.000
3882.169 2740.425 90.167
3883.811 2713.796 95.723
9420.223 3022.211 19.154
9737.835 2878.916 18.656
9534.062 2950.270 18.997
4346.712 3133.675 90.000
3343.549 4737.995 99.811
666.382 5141.863 100.000
747.437 5837.443 100.000
654.330 5215.770 99.793
4010.932 2749.675 90.000
4374.201 3462.667 94.796
4455.047 4426.082 100.000
4909.660 4157.571 90.000
3342.475 4599.570 99.379
12394.670 33.467 0.000
16131.510 37.401 0.000
11695.340 3559.071 31.600
6871.861 3923.834 69.918
4442.291 3276.343 90.000
3444.354 4635.997 99.509
8850.104 3756.853 46.556
3718.053 4878.482 99.286
6637.516 4231.083 70.000
4065.038 2807.089 98.636
922.515 5634.499 100.000
2904.096 5023.549 100.000
4874.038 4023.188 99.808
4145.783 3072.266 97.555
2144.570 5368.500 99.783
7214.296 2916.401 60.154
2352.700 5337.354 100.000
3953.920 2761.832 90.000
4126.153 3958.386 96.508
4514.765 3752.430 90.000
8945.951 4118.254 38.495
10323.020 3569.252 40.000
4754.054 4178.860 64.910
4754.022 4168.319 70.588
5142.406 4332.876 43.303
5146.557 4342.288 43.269
5150.694 4351.642 43.039
5154.818 4360.938 49.057
5158.928 4370.177 58.624
5134.838 4333.911 43.442
5137.975 4343.196 43.479
5141.084 4352.366 43.130
5144.167 4361.421 46.021
5127.271 4334.945 43.604
5129.393 4344.104 43.656
5131.475 4353.090 43.495
5133.516 4361.904 43.669
6182.703 4365.119 34.821
5119.703 4335.979 43.698
5120.811 4345.012 43.704
5121.866 4353.802 43.532
5122.891 4361.994 45.220
5123.810 4370.731 52.023
6179.240 4356.674 35.781
5112.326 4344.468 43.609
5112.385 4352.604 43.332
5112.311 4361.419 46.363
5112.104 4370.916 51.106
5102.185 4334.260 43.739
5101.949 4342.388 43.576
5101.573 4351.237 43.430
5101.056 4360.808 47.023
6175.766 4348.188 31.739
5092.234 4331.507 43.755
5091.572 4340.307 43.540
5090.761 4349.870 43.876
5089.801 4360.196 47.829
5082.285 4328.754 43.779
5081.354 4338.258 43.507
5080.271 4348.544 43.960
5079.344 4357.996 48.294
5078.485 4367.065 50.078
5072.334 4326.000 43.793
5071.227 4335.732 43.556
5070.181 4345.116 44.076
5069.199 4354.154 48.249
5068.278 4362.846 50.051
5062.384 4323.248 43.807
5061.210 4332.624 43.564
5060.141 4341.539 44.491
5059.169 4350.009 48.116
5058.071 4358.626 50.027
5052.434 4320.494 43.805
5051.485 4328.748 43.614
5050.407 4337.152 44.135
5049.200 4345.705 47.130
5047.864 4354.407 49.700
5042.031 4315.399 43.838
5041.125 4323.879 43.635
5040.093 4332.504 43.772
5038.938 4341.273 46.517
5037.656 4350.188 50.581
5031.627 4310.304 43.863
5030.764 4319.010 43.709
5029.780 4327.856 43.740
5028.675 4336.842 46.586
5027.449 4345.968 49.828
5021.225 4305.209 43.905
5020.404 4314.141 43.777
5019.467 4323.208 43.723
5018.413 4332.411 46.384
5017.242 4341.748 51.253
5010.821 4300.114 43.966
5009.845 4309.179 43.853
5008.755 4318.368 43.740
5007.584 4327.608 46.690
5006.322 4336.925 50.124
5000.418 4295.020 44.085
4999.302 4304.176 43.879
4998.094 4313.408 43.820
4996.824 4322.659 46.566
4995.401 4332.101 51.138
4990.015 4289.925 44.734
4988.876 4298.946 43.902
4987.575 4308.179 43.872
4986.109 4317.623 46.343
4984.481 4327.277 50.556
4980.444 4284.556 45.431
4978.977 4293.703 43.939
4977.340 4303.068 43.816
4975.535 4312.652 45.949
4973.561 4322.454 50.464
4970.873 4279.188 46.356
4969.076 4288.460 44.031
4967.105 4297.958 43.869
4964.960 4307.681 45.432
4962.641 4317.630 50.112
4961.301 4273.820 46.890
4959.176 4283.217 44.176
4956.871 4292.848 43.914
4954.385 4302.711 44.709
4951.720 4312.807 49.788
4951.730 4268.451 47.961
4949.276 4277.975 44.784
4946.636 4287.737 43.947
4943.811 4297.740 44.330
4940.800 4307.983 49.735
4942.159 4263.083 49.215
4939.375 4272.731 45.354
4936.345 4282.749 43.969
4933.106 4293.048 44.441
4929.880 4303.159 49.873
4932.587 4257.715 49.121
4929.220 4268.182 45.746
4925.864 4278.458 44.067
4922.562 4288.451 44.319
4919.316 4298.152 48.554
4922.900 4254.062 50.260
4919.288 4264.258 45.713
4915.726 4274.171 44.092
4912.214 4283.800 44.093
4908.753 4293.146 47.635
4913.214 4250.410 51.448
4909.379 4260.285 45.877
4905.597 4269.865 44.104
4901.867 4279.149 44.196
4898.190 4288.139 48.609
4903.527 4246.757 50.007
4899.470 4256.311 46.313
4895.468 4265.559 44.195
4891.520 4274.499 44.181
4893.840 4243.104 51.898
4889.561 4252.337 46.523
4885.339 4261.252 44.293
4881.180 4269.830 44.245
4877.064 4278.125 48.040
4884.154 4239.452 50.335
4879.652 4248.364 46.876
4875.246 4256.854 44.354
4870.871 4265.085 44.312
4866.501 4273.119 47.527
4874.467 4235.799 50.718
4869.826 4244.183 46.939
4865.190 4252.364 44.493
4860.561 4260.340 44.367
4855.938 4268.112 49.952
4864.447 4231.600 50.491
4859.670 4239.788 47.456
4854.899 4247.768 44.612
4850.134 4255.541 44.446
4854.428 4227.400 50.682
4849.515 4235.393 47.345
4844.607 4243.173 44.706
4839.707 4250.741 44.503
4834.812 4258.098 44.924
4844.409 4223.201 50.333
4840.358 4231.429 47.265
4836.313 4239.469 44.805
4832.273 4247.320 44.551
4827.704 4256.558 46.111
4834.389 4219.002 51.021
4831.201 4227.466 47.537
4827.979 4235.878 44.867
4824.409 4245.165 44.600
4820.595 4255.017 47.872
4824.370 4214.803 50.394
4821.963 4223.742 47.386
4819.339 4233.189 44.892
4816.474 4243.208 44.649
4813.486 4253.476 46.065
4814.350 4210.603 50.903
4812.511 4220.623 47.519
4810.568 4230.852 44.883
4808.524 4241.289 44.713
4806.377 4251.935 46.773
4803.919 4207.280 50.163
4802.879 4217.808 47.637
4801.758 4228.503 44.889
4800.554 4239.365 44.765
4799.268 4250.395 49.792
4793.489 4203.956 50.861
4793.249 4214.992 47.711
4792.947 4226.154 44.907
4792.584 4237.441 44.817
4792.159 4248.854 47.498
4783.058 4200.632 50.565
4783.618 4212.177 47.828
4784.136 4223.806 44.929
4784.614 4235.518 44.880
4785.051 4247.313 48.046
4772.627 4197.309 53.256
4773.987 4209.362 48.134
4775.326 4221.457 45.021
4776.644 4233.594 44.931
6172.280 4339.662 30.411
5758.784 4391.271 34.211
6199.720 4365.919 35.778
6195.791 4357.598 35.093
5082.596 4426.752 90.000
6191.848 4349.227 32.176
5085.094 4404.022 77.419
6187.891 4340.806 30.429
6183.919 4332.335 31.159
6216.737 4366.720 35.740
6212.342 4358.521 35.291
6207.930 4350.265 32.076
6203.501 4341.949 30.171
6199.056 4333.575 31.033
6233.754 4367.520 35.717
6228.893 4359.445 35.430
6224.012 4351.303 31.996
6219.112 4343.093 30.370
6214.193 4334.815 30.978
6250.772 4368.320 35.727
6244.995 4358.430 35.160
6239.496 4349.756 31.983
6234.274 4342.298 30.639
5755.984 4379.755 33.882
6261.881 4361.717 35.504
6257.825 4352.872 32.468
6253.754 4344.036 32.134
6249.668 4335.209 31.616
5753.186 4368.240 34.660
6270.205 4345.511 32.569
6267.412 4335.913 33.287
6264.612 4326.319 32.039
5750.386 4356.725 30.317
6282.584 4338.151 32.156
6281.070 4327.790 31.812
6279.557 4317.428 33.936
5617.249 4448.708 35.126
4826.377 4353.240 90.000
4823.427 4343.992 88.999
4820.622 4334.750 90.000
4817.970 4325.538 88.007
4815.495 4316.356 83.283
4813.214 4307.217 79.676
4811.124 4298.159 76.557
4809.147 4289.224 71.425
4807.018 4280.363 66.511
4804.404 4271.791 60.690
4802.479 4263.991 56.767
4801.111 4257.061 51.095
4943.381 4389.569 90.000
4942.061 4379.152 86.288
4940.480 4368.588 80.048
4938.738 4358.000 73.778
4936.958 4347.414 70.020
4935.239 4336.749 64.728
4933.568 4325.864 59.964
4931.830 4314.669 53.662
4933.571 4386.265 89.479
4923.807 4383.035 90.000
4932.084 4375.792 88.031
4833.239 4346.475 90.000
4842.983 4349.003 90.000
4852.733 4351.566 89.568
4862.560 4354.185 88.124
4872.477 4356.922 90.000
4882.446 4359.818 87.965
4892.416 4362.860 89.848
4902.360 4366.011 87.312
4912.274 4369.232 87.521
4922.172 4372.496 87.860
4828.886 4263.599 50.680
4830.378 4271.042 58.484
4832.400 4279.167 61.200
4834.549 4287.908 66.815
4836.777 4296.758 70.897
4839.108 4305.635 74.123
4841.500 4314.548 79.539
4844.019 4323.474 80.577
4846.813 4332.516 83.801
4849.785 4341.872 88.530
4930.416 4365.218 80.078
4859.625 4344.143 89.230
4869.669 4346.534 85.245
4879.858 4349.193 82.442
4890.073 4352.127 80.215
4900.239 4355.263 80.486
4910.340 4358.526 80.826
4920.389 4361.859 80.077
4928.633 4354.571 74.800
4856.478 4334.437 84.272
4866.525 4336.266 81.367
4876.969 4338.496 78.649
4887.516 4341.260 73.340
4897.961 4344.368 72.993
4908.281 4347.684 74.839
4918.496 4351.110 75.375
4845.991 4299.107 69.951
4855.370 4301.168 69.976
4878.997 4306.189 65.939
4890.656 4309.708 61.234
4901.735 4313.516 59.743
4912.499 4317.549 59.762
4923.095 4321.694 59.371
4921.194 4310.140 53.197
4858.052 4278.223 55.032
4850.596 4284.095 60.793
4843.652 4290.349 68.418
4910.546 4305.618 52.969
4899.781 4301.203 54.963
4888.805 4297.092 57.517
4877.581 4294.184 58.942
4867.846 4291.018 59.703
4859.479 4287.197 60.294
4852.581 4292.790 67.153
5629.590 4490.375 38.836
4867.408 4282.237 55.505
5620.979 4485.081 38.361
4841.421 4281.433 62.244
4838.940 4272.499 57.301
4848.387 4274.578 55.978
5623.994 4435.817 35.072
4895.538 4333.236 69.663
4893.021 4321.732 66.817
4853.257 4325.428 79.489
4862.859 4326.396 79.707
4873.548 4327.586 74.023
4884.698 4330.137 70.425
4848.455 4307.945 73.666
4850.671 4316.793 79.086
4858.091 4310.416 71.922
5641.524 4484.605 38.452
4881.594 4318.510 69.183
4916.530 4340.199 70.048
4914.519 4329.043 63.838
4906.123 4336.636 69.833
4903.905 4325.286 64.770
4926.802 4343.823 69.999
4924.958 4332.896 64.579
4827.568 4294.309 70.542
4818.354 4291.772 71.418
4825.094 4318.848 83.518
4834.610 4321.230 83.370
4822.698 4309.769 80.023
4832.133 4312.211 79.736
4829.791 4303.238 76.282
4820.458 4300.744 76.451
4840.077 4339.562 87.668
4830.380 4337.180 88.890
4837.259 4330.323 85.343
4827.656 4327.979 88.570
4822.726 4268.630 54.511
5631.066 4476.688 36.602
4810.290 4265.554 58.433
4823.636 4276.686 63.843
4816.353 4282.760 66.938
4825.477 4285.434 68.802
4815.251 4260.016 52.097
4822.020 4261.599 50.725
4808.166 4258.672 52.357
4875.041 4367.384 90.000
4845.878 4358.672 90.000
4855.567 4361.521 88.920
4865.288 4364.419 90.000
4836.188 4355.873 90.000
4914.063 4379.838 90.000
4904.321 4376.664 90.000
4894.570 4373.520 90.000
4884.808 4370.421 90.000
4942.439 4319.172 54.986
5009.604 4411.267 90.000
5017.782 4404.365 82.246
5026.639 4397.543 76.867
5035.756 4389.929 70.148
5044.195 4381.421 65.374
5620.726 4469.020 35.984
5058.591 4369.376 55.820
4947.032 4350.852 68.994
4957.226 4353.980 70.174
4967.830 4356.969 68.161
4978.841 4360.264 69.921
4989.964 4363.900 71.050
5000.975 4367.645 69.235
5011.810 4371.398 65.387
5022.510 4375.101 64.473
5033.209 4378.610 63.228
4945.300 4340.491 64.274
4955.065 4343.871 63.898
4965.221 4346.154 63.843
4976.372 4348.583 64.279
4987.796 4352.224 61.219
4998.927 4356.167 62.488
5009.811 4360.154 60.075
5020.476 4364.061 60.146
5030.959 4367.803 59.922
5041.155 4371.196 59.348
5018.678 4352.937 55.488
4943.847 4330.006 59.717
4952.873 4323.705 54.988
4953.661 4334.055 60.000
4997.018 4344.366 56.387
4985.658 4340.063 59.015
5008.000 4348.716 57.836
4962.928 4328.561 56.398
5757.201 4082.421 69.940
5039.317 4360.879 52.066
5029.089 4356.973 54.040
5049.178 4364.707 55.111
4950.673 4372.015 82.029
4961.122 4375.632 82.747
4971.998 4379.595 83.469
4983.343 4383.293 84.883
4994.608 4386.562 81.063
5005.422 4389.958 80.580
5016.012 4393.561 79.284
4981.059 4371.758 78.457
4992.184 4375.344 77.693
5003.155 4378.905 73.344
5013.931 4382.522 73.264
5024.676 4386.211 70.022
4959.297 4364.684 76.472
4970.024 4368.150 75.486
4948.908 4361.353 74.725
4999.688 4407.993 90.000
5007.620 4400.764 86.986
4953.244 4393.058 90.000
4962.964 4396.956 90.000
5665.997 4489.870 39.429
4979.365 4402.300 90.000
4989.592 4404.919 90.000
4952.174 4382.682 88.910
4997.210 4397.438 88.840
4962.563 4386.666 89.180
4986.333 4394.430 89.130
5027.527 4408.367 83.059
5028.436 4418.125 89.377
5068.705 4374.244 58.970
5047.738 4392.958 70.185
5060.464 4396.295 72.859
5068.336 4423.768 90.000
5653.458 4478.834 37.924
5070.920 4386.511 68.254
5075.993 4413.662 83.750
5073.633 4400.047 76.322
5050.690 4405.192 78.556
5043.287 4413.147 86.982
5037.334 4420.806 90.000
5046.676 4422.459 90.000
5056.818 4422.956 89.375
5771.614 4452.864 39.576
5781.936 4504.388 47.502
5019.290 4414.689 85.459
4778.101 4251.693 50.435
5787.282 4531.079 49.708
5792.781 4558.532 50.096
4792.947 4292.513 73.739
4794.155 4301.583 77.563
4796.006 4310.978 83.032
4798.267 4320.395 88.597
4800.788 4329.767 89.728
4803.524 4339.076 90.000
4806.396 4348.333 90.000
4810.769 4332.280 90.000
4794.069 4255.757 51.939
4786.289 4254.605 52.434
4805.811 4313.748 83.333
5798.442 4586.790 50.483
4789.280 4262.013 56.632
4801.872 4295.471 75.978
4800.159 4286.818 70.146
4797.561 4278.507 66.779
4803.697 4304.526 80.003
4808.183 4323.014 87.086
4816.420 4350.770 90.000
