XYZ (13541 points)
6806.819 3553.516 31.153
6801.967 3573.990 30.663
6797.116 3594.465 30.162
6792.265 3614.939 30.187
6791.996 3637.087 30.201
6791.728 3659.235 31.009
6791.459 3681.382 31.015
6217.568 4303.530 35.541
6782.347 3752.735 30.070
6777.926 3777.338 30.069
6769.083 3826.543 29.883
6766.021 3850.624 29.949
6762.958 3874.706 30.010
6198.145 4302.865 35.884
5833.254 4357.512 30.586
6165.228 4298.506 36.012
6145.071 4292.964 36.152
7381.488 3251.295 40.012
7377.903 3224.490 36.276
7374.848 3201.642 30.462
6125.023 4288.706 36.179
6112.118 4303.547 35.996
6190.030 4318.361 35.607
6130.721 4307.099 35.837
6149.613 4311.458 35.571
6207.373 4319.001 35.626
6257.252 4305.732 30.096
6231.676 4251.420 37.180
5824.846 4347.206 30.541
6193.418 4246.172 39.571
6169.595 4240.661 39.838
6199.157 4267.091 38.016
6220.267 4269.151 37.445
6241.494 4270.378 33.523
6153.957 4257.600 38.709
6176.854 4262.625 38.695
6205.673 4203.133 40.038
6187.031 4222.839 39.988
5164.161 4037.475 44.575
5162.131 4046.328 40.505
5160.100 4055.181 39.362
5158.070 4064.035 39.397
5156.039 4072.888 39.412
5882.355 4384.338 34.942
5155.139 4341.379 42.972
5160.304 4350.917 43.640
5165.469 4360.455 50.710
5170.634 4369.992 65.774
6848.350 3626.393 32.936
6864.620 3645.058 41.813
6876.904 3661.569 51.401
6887.272 3673.823 59.830
6896.375 3682.759 64.377
7141.965 3462.664 49.945
7109.893 3441.692 39.971
7082.307 3421.573 38.925
7057.825 3402.105 32.410
7036.214 3383.258 30.500
7272.593 3398.910 49.550
7238.285 3378.204 51.232
7207.854 3358.267 49.939
7180.073 3339.536 40.238
7156.439 3321.329 38.749
7135.631 3306.066 31.624
7130.015 3264.557 29.839
7162.127 3293.471 38.958
7185.368 3308.245 40.368
7211.775 3324.051 46.502
7241.803 3340.491 50.000
7275.638 3357.969 41.767
7313.194 3376.871 40.219
7312.747 3334.493 40.000
7350.177 3309.811 47.513
7131.255 3242.545 29.651
7147.519 3253.606 30.979
7166.054 3266.176 35.507
7188.296 3278.921 39.726
7213.493 3292.163 40.000
7242.063 3305.605 41.290
7275.203 3318.848 40.000
7270.019 3284.299 39.778
5588.694 4442.455 35.537
7316.381 3251.118 38.828
5584.736 4427.934 35.491
7356.772 3193.602 29.401
7240.081 3273.781 39.616
7264.265 3254.221 37.287
7288.139 3235.675 34.164
7340.736 3204.769 31.555
7213.377 3262.375 38.742
7237.266 3244.021 36.256
7260.535 3224.440 32.452
7283.516 3206.015 30.150
7301.146 3187.036 29.036
5580.778 4413.413 35.499
7186.281 3201.574 29.375
7208.394 3208.094 30.180
7233.571 3215.041 31.111
7227.012 3187.752 29.039
7203.104 3184.956 29.084
7181.552 3181.963 26.646
5576.820 4398.892 35.606
7211.766 3234.267 34.368
7189.360 3251.097 37.403
7188.627 3224.976 32.360
7168.042 3239.868 32.089
7167.919 3214.953 29.905
7148.775 3228.402 30.117
7130.220 3219.048 29.462
5570.342 4382.976 35.848
7323.701 3188.827 29.274
7348.572 3269.945 39.996
7353.321 3353.227 48.729
5563.864 4367.060 35.948
7088.977 3360.032 31.094
7086.736 3389.348 36.805
7113.504 3406.286 39.274
7143.414 3388.533 39.935
7174.354 3372.750 49.791
5557.386 4351.144 36.055
7112.489 3344.262 31.748
7114.961 3373.505 38.491
7200.832 3394.573 53.764
5545.871 4331.181 36.765
7143.714 3423.064 39.984
7230.991 3419.011 60.000
7062.840 3372.586 30.612
5534.355 4311.218 37.177
6903.647 3655.256 59.636
6918.316 3650.879 60.401
6932.752 3648.080 60.047
6947.773 3645.366 62.526
6966.993 3643.980 68.781
6990.915 3641.458 69.046
7018.208 3633.459 69.366
7099.763 3605.094 53.155
6860.380 3573.408 30.838
6878.764 3592.177 36.489
6896.541 3608.670 40.085
6910.912 3622.858 48.482
6922.065 3636.271 53.679
6916.991 3604.217 40.168
5522.839 4291.255 37.158
6952.927 3598.030 46.906
6977.240 3589.271 49.842
7003.796 3580.344 50.525
7034.583 3573.504 53.123
7073.236 3566.806 49.844
7117.158 3555.768 52.917
6883.423 3565.053 33.086
6907.754 3558.215 38.190
6932.999 3550.365 39.191
6958.387 3539.671 39.763
6984.928 3527.240 40.218
7012.856 3512.695 40.000
5512.699 4270.627 36.697
7065.332 3492.061 39.909
7102.371 3480.441 49.926
7075.496 3456.127 39.896
7042.688 3467.122 39.397
7050.387 3433.878 36.798
7013.333 3479.932 39.595
7028.467 3411.991 31.579
6986.168 3495.377 39.272
6986.703 3463.668 33.855
5502.559 4249.999 36.685
7000.422 3416.541 30.778
7010.412 3391.817 30.386
6929.132 3437.735 28.024
6930.621 3464.914 30.317
6934.228 3494.581 31.948
6935.503 3522.216 37.544
6959.771 3509.687 38.587
5492.419 4229.371 36.804
5872.718 4374.585 33.476
6959.415 3479.039 32.711
6864.506 3545.100 31.250
6887.051 3536.429 31.737
6911.924 3530.840 32.839
6892.530 3509.660 31.015
5863.024 4364.749 33.146
6902.085 3584.991 39.417
6981.731 3558.882 42.215
7010.651 3547.129 47.599
7089.378 3522.184 42.068
7132.158 3507.917 61.538
6955.387 3569.638 40.194
6972.304 3617.913 54.147
6928.236 3621.349 49.349
5438.661 4195.416 37.437
6997.291 3610.817 59.741
5420.927 4192.682 38.061
6854.979 3600.351 32.008
6906.317 3639.462 52.391
5403.193 4189.949 38.872
6939.116 3671.207 70.000
6929.295 3661.371 66.040
5381.923 4187.741 39.025
6914.848 3677.009 68.635
6926.559 3673.625 69.065
6915.818 3664.834 66.648
5360.653 4185.533 41.750
6943.207 3659.598 68.374
6959.369 3661.618 70.000
6824.260 3812.971 42.914
6841.111 3806.570 55.669
6857.697 3799.240 60.850
6874.503 3791.210 68.341
6829.395 3779.467 39.738
6844.453 3789.082 50.924
6833.982 3728.452 37.175
6851.766 3739.196 50.072
6867.135 3747.770 61.015
6880.248 3757.823 69.853
6868.792 3729.679 59.861
6853.459 3718.994 46.053
6870.227 3711.765 58.677
5339.383 4183.325 44.924
6894.482 3694.010 68.043
6884.347 3687.956 60.472
6872.220 3678.623 54.589
6858.122 3666.413 45.603
6841.524 3651.056 35.329
6837.654 3675.412 39.242
6855.809 3686.758 47.409
6870.866 3695.222 57.771
5320.035 4178.028 44.438
5300.688 4172.730 49.709
6861.038 3781.517 60.919
6877.380 3774.158 68.424
6847.757 3770.822 47.465
6864.435 3764.589 56.610
5281.340 4167.432 51.139
5251.309 4143.241 52.047
6871.312 3809.588 69.527
6831.645 3880.940 53.958
6856.045 3875.294 70.000
6815.513 3864.876 43.179
6861.980 3851.249 70.000
6818.538 3846.898 45.222
5236.293 4131.146 51.394
6848.349 3836.182 64.493
6867.368 3829.499 70.000
6836.766 3823.778 59.976
6820.687 3830.696 42.664
6853.767 3817.476 63.402
6849.647 3900.457 63.297
6823.277 3903.291 45.279
5225.287 4118.340 49.822
5214.281 4105.534 39.501
5853.271 4354.829 30.851
5603.526 4446.535 35.272
5596.549 4431.470 35.342
5591.915 4417.656 35.401
5587.553 4403.741 35.487
5583.153 4389.844 35.592
5576.214 4372.499 35.677
7327.334 3069.655 35.320
7310.479 3046.803 39.338
7290.991 3020.382 46.230
7268.274 2989.584 56.047
5568.967 4355.258 35.774
5561.637 4338.057 35.981
5550.587 4318.308 36.039
5539.511 4298.571 36.366
5528.434 4278.835 36.328
5518.268 4258.671 36.457
5507.596 4239.201 36.613
5496.924 4219.730 36.748
5485.001 4208.095 36.895
5471.711 4198.930 37.012
5458.421 4189.765 37.026
5440.781 4186.456 37.088
5422.894 4183.767 37.186
5405.005 4181.081 37.306
5384.465 4178.767 37.651
5363.922 4176.474 38.238
5342.706 4174.188 39.831
5322.905 4169.733 40.529
5303.214 4164.855 46.565
5284.509 4158.633 49.998
5269.091 4147.409 49.793
5255.018 4134.968 49.515
5240.944 4122.528 45.652
5229.467 4109.975 38.670
5217.704 4097.210 38.663
5205.941 4084.445 38.857
5190.646 4076.349 39.026
6899.059 3214.075 60.000
6924.593 3229.793 48.974
6948.346 3244.344 39.869
6971.094 3257.441 38.730
6992.926 3268.728 32.687
7013.932 3278.459 30.830
7034.174 3288.387 30.143
6693.982 3443.136 60.214
6729.444 3446.046 52.753
6762.573 3447.961 46.897
6792.497 3449.527 39.378
6819.342 3451.097 30.948
6642.876 3514.414 60.638
6654.190 3556.938 49.594
6665.716 3595.321 39.990
6675.051 3627.004 39.677
6680.481 3657.379 39.357
6684.944 3687.046 38.758
6690.742 3715.405 37.810
6698.097 3742.667 37.049
6706.506 3768.587 35.896
6715.288 3792.558 34.196
6723.155 3814.107 33.087
6727.354 3834.666 32.453
6728.835 3855.926 32.424
6730.923 3877.023 32.405
6735.496 3897.274 31.839
6708.122 3668.668 36.234
6731.045 3653.969 33.750
6751.804 3641.104 31.378
6771.668 3626.982 30.239
6747.598 3841.819 31.993
6772.235 3650.589 30.974
6752.812 3664.980 32.549
6732.781 3680.129 33.222
6711.944 3696.898 35.945
6773.400 3674.146 31.084
6755.609 3689.943 32.274
6737.159 3706.315 33.302
6717.915 3723.825 34.819
6725.784 3749.912 33.890
6733.384 3774.716 33.048
6741.435 3797.435 32.243
6747.021 3819.418 32.007
6776.561 3698.746 31.162
6760.939 3715.344 31.924
6743.767 3731.750 32.659
5174.358 4070.192 39.191
5610.815 4434.605 35.200
6747.274 3863.734 30.955
5604.383 4420.501 35.288
6798.983 3516.119 31.963
6789.170 3496.749 37.111
6777.420 3474.656 40.069
6698.983 3604.509 39.604
6725.854 3612.269 36.041
6749.847 3617.767 32.061
6709.159 3478.943 55.373
5599.287 4407.316 35.381
6726.705 3536.116 40.499
6735.968 3567.277 39.400
6744.675 3593.503 34.574
6776.196 3517.308 38.713
6750.324 3513.306 40.018
6789.872 3537.401 31.959
6784.527 3560.644 31.365
6763.649 3574.398 33.361
5594.554 4393.998 35.470
5589.771 4380.702 35.545
5582.132 4362.007 35.639
6671.632 3478.658 65.404
5574.083 4343.451 35.765
5565.924 4324.950 35.869
6662.127 3706.659 39.845
6639.250 3727.477 40.063
6616.426 3749.776 43.537
6594.652 3772.724 46.926
6572.356 3794.255 49.175
6548.954 3815.982 49.823
6526.855 3839.659 50.046
6648.159 3756.864 39.959
6658.764 3785.464 39.741
6671.968 3811.038 38.529
6689.368 3862.401 34.764
6694.125 3886.490 33.040
6669.430 3735.335 39.425
6678.207 3762.941 38.913
6688.283 3788.728 37.680
6698.965 3811.778 35.546
5555.313 4305.428 36.047
6708.645 3847.936 33.430
6711.217 3870.382 32.722
6715.407 3892.515 32.642
6670.708 3879.717 35.957
6557.849 3847.652 47.469
6588.171 3855.743 40.829
6617.500 3864.048 40.007
6645.110 3872.246 39.060
6639.836 3844.987 39.899
5544.667 4285.924 36.188
6611.546 3834.386 40.205
6604.172 3803.300 42.357
6580.508 3825.219 44.856
6626.877 3780.192 40.446
6665.289 3854.431 38.117
6494.758 3831.832 59.773
6515.976 3807.028 57.195
6540.181 3782.079 50.163
5534.021 4266.420 36.338
6582.414 3742.598 49.981
6607.209 3718.804 45.609
6632.150 3697.424 40.125
6656.251 3677.266 39.902
6601.239 3686.951 40.728
5523.901 4246.679 36.523
6570.017 3583.451 59.582
6571.781 3708.597 50.009
6531.235 3692.646 60.246
6569.843 3671.119 48.166
6535.647 3650.375 59.905
5512.755 4228.333 36.641
5501.609 4209.986 36.830
6620.694 3636.624 40.378
5489.728 4196.977 36.910
6607.398 3549.268 50.588
6626.824 3667.389 40.000
6650.985 3647.698 39.869
6888.641 3369.217 31.104
6884.223 3344.219 37.864
6880.101 3317.288 39.798
6876.972 3288.896 42.642
6875.149 3259.578 50.358
6873.841 3229.441 60.100
6852.458 3306.596 46.593
5475.098 4189.160 36.996
6715.404 3410.063 50.085
6749.678 3415.733 43.225
6780.534 3421.364 40.000
6808.491 3425.316 30.333
6833.927 3428.761 30.000
6751.877 3343.623 57.284
5460.468 4181.342 37.046
6770.973 3391.535 40.105
6798.991 3398.111 39.596
6825.657 3403.038 32.199
6851.029 3407.558 30.611
6790.738 3370.943 49.954
6817.555 3376.468 40.274
6843.948 3382.016 38.262
6869.160 3387.323 30.992
6809.135 3349.270 50.126
6829.360 3327.058 49.475
6781.023 3344.641 55.606
6768.368 3317.297 60.829
6787.045 3293.723 69.279
6799.271 3321.081 59.457
6857.739 3335.479 39.945
6836.861 3355.428 40.229
6863.429 3362.280 38.131
6824.646 3262.537 65.539
6849.882 3276.364 53.167
6849.371 3246.083 62.166
6906.034 3327.754 37.240
6930.799 3338.410 30.655
6949.238 3271.027 38.897
6926.395 3285.493 39.327
6903.179 3300.786 39.716
6928.509 3312.525 35.023
7016.851 3299.854 30.207
6996.140 3291.932 30.937
6973.209 3283.022 33.566
6951.483 3297.972 33.684
6953.167 3324.732 30.478
5442.901 4177.495 37.098
6901.060 3272.761 40.243
6924.900 3257.890 39.977
6899.767 3243.923 50.004
6909.394 3353.295 30.777
7174.352 3082.864 36.891
7190.082 3053.338 44.947
7206.453 3021.637 59.443
7219.688 2985.379 62.067
5424.860 4174.851 37.145
6968.107 3096.729 51.972
7004.146 3116.580 50.000
7037.697 3135.868 39.977
7064.400 3153.259 35.150
7011.493 3256.122 32.380
7028.981 3242.212 31.444
7048.843 3227.074 30.379
6935.124 3123.532 42.581
5406.818 4172.210 37.194
6949.095 3217.783 41.921
7040.098 3169.877 37.761
5387.007 4169.805 37.263
6998.135 3194.766 39.536
6972.715 3206.132 39.983
6971.158 3232.134 39.772
6991.685 3245.392 36.966
6994.012 3221.712 38.343
5367.193 4167.426 37.350
7064.766 3182.410 30.395
7045.120 3199.445 32.160
6970.408 3140.040 40.000
6972.527 3176.842 40.601
6901.894 3105.381 54.181
6898.662 3146.256 51.408
6898.156 3182.962 66.797
6926.393 3200.740 59.668
6863.571 3126.559 50.720
7032.009 3265.730 30.632
7052.310 3276.703 29.982
7051.167 3252.498 30.155
7102.839 3128.404 31.461
7102.822 3099.975 38.537
7106.852 3064.558 40.000
7104.181 3023.371 40.530
7139.751 3003.472 56.020
7175.563 2988.176 69.393
5346.032 4165.061 37.518
5325.796 4161.351 37.782
7038.812 3095.676 40.065
7073.180 3079.260 48.176
5305.706 4157.076 38.720
7042.175 3051.932 60.000
7003.398 3070.885 50.150
5287.633 4149.958 40.741
5271.776 4139.570 39.945
7297.236 3074.818 32.616
7274.393 3051.413 38.639
7208.634 3084.824 31.211
5258.617 4126.815 38.243
7248.789 3021.173 49.946
7313.903 3095.695 30.114
5245.457 4114.061 38.278
5233.753 4101.512 38.577
5221.208 4088.810 38.745
5208.664 4076.108 39.019
5193.779 4066.536 39.242
5176.940 4060.859 39.263
5618.095 4422.682 35.164
5612.195 4409.547 35.224
5606.852 4396.915 35.308
5601.780 4384.181 35.396
5596.671 4371.465 35.483
5588.096 4351.501 35.662
5579.212 4331.641 35.794
5570.246 4311.821 35.983
5560.048 4292.542 36.097
5549.824 4273.276 36.338
5539.599 4254.010 36.644
5529.598 4234.650 36.799
5518.035 4217.396 37.104
5506.471 4200.141 37.129
5494.590 4185.612 37.122
5478.563 4179.246 37.017
5462.536 4172.880 37.086
5445.022 4168.533 37.133
5426.827 4165.935 37.175
5408.630 4163.339 37.217
5389.550 4160.854 37.262
5370.467 4158.389 37.318
5349.359 4155.947 37.374
5328.707 4152.881 37.428
5308.163 4149.393 37.596
5290.711 4141.408 37.626
8635.114 3374.823 25.170
8628.666 3354.143 27.145
8621.607 3331.509 28.816
8613.561 3305.707 29.862
8604.095 3275.352 30.000
8579.677 3197.054 38.756
5274.380 4131.820 37.844
7871.926 2991.419 32.533
7853.356 3023.753 30.613
7837.871 3052.523 29.978
8161.631 3201.912 26.041
8178.119 3171.818 29.048
8202.236 3131.729 29.879
8236.447 3088.968 44.643
8334.952 3306.320 24.879
8338.101 3271.802 26.857
8347.246 3231.763 29.442
8355.904 3183.298 30.000
8353.932 3129.114 41.027
8485.643 3405.653 24.103
8504.543 3385.815 24.386
8522.734 3365.805 25.841
8542.062 3346.744 27.154
8562.247 3326.500 28.462
8583.267 3302.841 29.826
8551.756 3299.515 29.799
8544.734 3266.060 29.998
8539.453 3224.594 32.445
8528.025 3180.499 39.840
8516.209 3338.752 27.414
8500.293 3254.128 29.995
8491.169 3210.617 30.568
8476.921 3166.274 40.365
8475.897 3381.103 24.333
8467.877 3353.216 24.935
8466.311 3320.436 27.353
8463.376 3282.002 29.180
8454.278 3239.172 29.968
5262.105 4118.782 38.151
8430.432 3307.337 26.990
8393.244 3298.456 26.568
5249.831 4105.744 38.404
5238.147 4092.950 38.605
8436.321 3342.804 24.833
8403.147 3331.708 24.737
8408.931 3364.045 24.376
5224.795 4080.334 39.230
8420.192 3268.615 28.810
8377.229 3264.091 28.389
8496.395 3359.937 25.819
5211.444 4067.718 40.202
5196.930 4056.676 42.323
5179.530 4051.502 40.242
8612.329 3370.265 25.511
8590.791 3362.911 25.988
8567.583 3353.752 26.643
8547.395 3372.890 25.273
8529.802 3390.690 24.202
8570.397 3380.088 24.828
5625.363 4410.767 35.172
5619.986 4398.609 35.274
8617.574 3389.737 24.282
5843.461 4344.827 34.901
8229.471 3228.717 27.579
8266.911 3215.785 29.335
8308.760 3202.663 29.762
8195.313 3209.885 26.905
5609.232 4374.293 35.484
8307.633 3157.144 30.000
8257.514 3141.193 30.574
8295.710 3106.697 41.908
8259.293 3252.623 26.761
8306.290 3287.273 25.039
5603.855 4362.135 35.599
7956.906 3126.244 26.350
7965.908 3098.728 27.678
7976.378 3066.092 29.524
7981.401 3024.735 30.000
7988.824 2971.691 33.193
8007.331 2910.331 45.417
8056.316 3192.905 25.784
8069.631 3166.538 25.985
5594.105 4340.980 35.725
8175.343 3076.350 29.979
8212.132 3027.649 54.267
8077.160 2896.196 40.000
8051.567 2959.500 30.000
8031.528 3013.566 30.000
8016.730 3058.372 29.932
8006.825 3138.703 26.317
7996.792 3166.548 25.349
8011.436 3188.647 24.012
8082.332 3101.481 29.096
8115.651 3064.955 29.872
8148.671 3015.473 30.000
8184.339 2958.674 40.246
8062.815 3056.374 29.993
8087.828 3010.726 30.000
8116.733 2954.486 31.825
8150.836 2886.349 40.499
5584.354 4319.826 35.949
5574.604 4298.672 36.117
7977.688 3146.010 26.147
5564.793 4279.650 36.251
8131.850 3200.631 25.762
5896.495 4380.604 34.874
8084.857 3196.059 25.243
5535.359 4222.585 37.866
7906.873 3081.793 29.994
7940.812 3073.041 29.843
7914.359 3045.598 30.000
5523.436 4206.389 38.585
5511.512 4190.193 39.161
7933.370 3104.672 27.728
7635.947 2850.100 40.677
7613.736 2901.289 30.119
7596.390 2947.526 29.968
7583.958 2989.896 29.836
7575.547 3028.845 28.868
7570.965 3064.601 28.161
7325.934 3011.677 42.448
7365.078 3006.301 37.272
7404.542 3004.287 30.000
5499.589 4173.998 39.149
7467.438 2990.129 29.798
7506.186 2971.390 30.000
7549.954 2956.760 30.000
7300.261 2979.919 50.000
7339.561 2972.636 40.073
7382.894 2968.098 30.000
7427.155 2972.523 29.906
7462.921 2944.541 30.000
7509.567 2923.028 30.000
7560.528 2908.726 31.373
7267.663 2946.898 59.150
7309.139 2938.340 46.064
7354.060 2931.482 30.643
7460.218 2888.814 30.000
7517.594 2867.934 35.808
7575.924 2855.819 40.000
7227.532 2863.851 59.681
7289.755 2854.454 40.336
5482.107 4169.188 37.647
7466.944 2824.070 38.361
7532.380 2807.142 40.000
7595.359 2799.722 40.254
7133.832 2657.448 40.763
7244.996 2803.325 41.653
5464.625 4164.379 37.406
7281.829 2729.662 40.000
7410.208 2776.920 39.243
7423.824 2699.596 44.604
5447.144 4159.570 37.525
5428.793 4157.018 37.419
7554.516 2743.652 44.138
7483.943 2751.656 43.217
5410.443 4154.467 37.391
5392.093 4151.916 37.343
7321.622 2896.383 39.996
7271.668 2902.721 49.283
7467.871 3086.744 28.649
7447.112 3062.465 29.797
7425.659 3034.982 29.973
7388.298 3037.089 31.267
7375.496 3065.323 32.051
7365.782 3087.379 30.933
7436.729 3090.999 29.723
7380.925 3104.541 30.000
7407.287 3097.949 30.000
5373.742 4149.364 37.366
5352.689 4146.844 37.400
7538.771 3039.154 28.699
7543.092 2999.990 29.504
5331.637 4144.325 37.460
7503.286 3050.983 28.660
7504.138 3013.891 29.598
7498.575 3081.797 28.403
7603.702 3057.423 28.253
7816.841 3025.574 30.194
7829.980 2992.935 35.094
7844.162 2955.366 39.713
7866.470 2911.709 40.777
7898.244 2860.544 47.903
7637.089 3053.020 28.443
7671.355 3050.838 29.096
7705.428 3050.073 29.515
7738.893 3050.471 29.553
7771.158 3052.253 29.653
7724.127 3019.874 30.047
7745.709 2990.507 33.608
7766.953 2956.627 39.811
7831.751 2857.304 60.000
7863.082 2799.424 60.000
7612.795 3022.003 29.184
7650.505 3018.585 29.878
7687.845 3018.167 29.984
7625.970 2984.247 29.954
7667.974 2983.236 30.257
7707.680 2986.395 33.206
7644.193 2944.234 29.998
7691.652 2947.782 39.783
5310.584 4141.805 37.499
7669.435 2901.324 42.892
7795.727 2799.610 60.000
7758.496 2747.157 52.268
7765.200 2856.281 60.000
7699.219 2851.834 53.487
7730.863 2799.986 50.000
5293.743 4132.982 37.708
7824.966 2737.507 50.000
7759.208 3023.628 30.033
5888.069 4371.673 33.431
5265.483 4110.869 38.191
5254.065 4097.579 38.509
5242.647 4084.289 38.783
5228.464 4071.782 42.574
5214.282 4059.275 44.867
4764.355 4206.547 49.772
4768.674 4231.670 44.980
4770.833 4244.232 47.339
6782.302 3925.031 35.633
6775.935 3924.490 33.708
6769.568 3923.950 31.967
8698.480 3619.216 40.000
8673.394 3539.154 29.952
6763.201 3923.409 31.667
5879.524 4362.337 33.689
16317.219 3199.849 0.649
16267.829 3221.643 0.149
16218.439 3243.437 -0.004
5870.835 4352.476 34.251
16119.659 3287.025 0.000
16245.714 3142.771 1.323
16203.867 3166.235 0.000
16161.610 3189.950 0.000
16118.942 3213.915 0.000
16075.865 3238.132 0.000
5862.076 4342.447 30.290
16142.276 3109.345 0.000
16107.942 3134.487 0.000
16071.207 3161.118 0.000
8238.858 3367.497 25.392
8217.309 3380.845 25.843
8190.782 3392.897 26.024
8160.903 3403.424 26.484
8127.127 3410.679 28.777
8090.810 3405.858 32.969
8059.354 3431.973 30.000
8018.466 3454.256 40.000
7973.597 3472.939 40.000
7926.420 3489.449 40.000
7877.654 3510.645 30.000
7821.576 3533.450 33.072
7758.949 3550.287 49.936
7935.227 3439.208 40.000
16032.070 3189.238 0.000
7938.917 3359.307 32.384
7935.473 3314.816 28.137
7938.449 3277.073 26.869
7942.099 3246.927 26.585
7807.503 3146.110 26.184
7801.608 3171.642 26.915
7795.720 3199.830 27.123
7790.798 3230.206 27.348
7786.015 3262.938 27.466
7775.760 3299.005 39.044
7760.604 3342.556 40.000
7745.171 3393.355 33.772
7728.693 3447.463 50.372
7711.682 3504.933 55.503
7441.074 3213.422 29.827
16143.804 3021.862 0.000
16110.093 3048.209 0.000
7550.789 3354.972 32.790
7593.394 3388.889 33.559
16075.985 3074.455 0.000
7666.891 3458.238 60.000
7511.424 3248.084 31.536
7548.597 3239.786 29.204
7585.364 3229.569 28.117
7620.262 3217.382 27.980
16041.481 3100.599 0.125
7675.777 3202.634 27.136
7709.531 3194.769 27.462
7742.351 3185.850 27.210
7773.109 3178.578 27.030
7569.590 3169.631 27.790
7593.612 3194.493 27.918
7625.604 3184.708 27.720
7656.773 3177.952 27.507
7687.602 3172.210 27.337
7752.398 3154.460 27.004
7780.646 3150.434 26.886
7669.572 3151.551 27.174
7600.887 3161.813 27.639
16006.580 3126.643 0.148
7490.302 3221.868 28.399
7524.975 3212.574 28.279
7559.967 3203.856 28.111
7537.667 3177.086 27.971
7450.720 3185.699 29.282
7470.366 3201.723 28.431
16080.915 2984.687 0.000
7765.932 3209.253 27.322
7733.827 3219.482 27.558
7698.321 3229.878 27.711
7614.554 3254.527 28.751
7575.196 3267.371 32.916
7534.658 3277.266 38.492
7688.126 3269.753 32.705
7675.157 3313.955 40.000
16048.037 3011.241 0.120
7599.148 3337.682 30.000
7688.980 3404.556 49.603
7707.502 3352.768 41.478
7605.303 3294.526 31.415
7645.569 3281.263 29.976
7562.706 3308.554 34.919
7759.790 3241.572 27.581
7727.040 3255.577 27.808
16014.762 3037.695 0.366
7466.056 3299.897 38.516
7422.386 3318.350 46.824
7460.830 3347.983 47.151
15981.090 3064.048 0.295
7534.275 3407.623 30.119
7643.897 3520.806 61.741
7503.538 3468.908 49.055
7431.965 3276.530 39.390
7437.265 3243.010 31.586
5910.634 4376.872 34.328
16056.018 2920.650 0.000
16025.795 2947.343 0.315
7830.933 3472.979 30.000
7841.742 3416.123 34.309
7849.894 3361.680 33.912
7854.254 3310.993 28.270
7866.968 3227.985 26.946
7872.646 3198.765 26.675
7828.991 3164.213 26.695
7823.682 3190.692 26.890
7819.193 3218.615 27.155
7818.149 3249.033 27.320
7816.471 3285.840 27.668
7809.306 3329.927 32.214
7798.854 3379.490 33.661
7786.405 3433.302 32.886
7773.040 3490.403 40.315
7845.735 3208.480 26.910
7850.849 3181.372 26.643
15992.322 2974.277 0.524
15955.600 3001.453 0.508
7892.000 3247.587 26.903
7896.035 3338.215 29.863
7885.193 3453.957 39.786
7895.010 3216.480 26.595
7918.320 3232.508 26.665
7968.900 3294.481 26.842
7996.188 3272.989 26.479
8215.387 3350.790 25.313
7979.686 3424.679 40.000
8020.073 3406.865 40.000
8055.461 3388.298 37.011
8084.034 3368.321 29.043
8143.240 3346.527 26.184
8169.681 3340.777 25.741
8193.367 3333.087 25.343
7972.062 3332.670 27.532
16094.908 2826.646 0.000
8024.012 3366.069 29.868
8054.497 3350.704 28.559
8081.150 3332.897 26.457
8103.827 3315.750 26.127
8122.864 3300.293 25.720
8049.743 3286.118 26.164
8023.962 3280.235 26.328
8053.998 3316.984 26.542
8028.333 3331.660 26.704
16062.608 2852.129 0.000
16030.456 2877.434 0.256
15998.454 2902.562 0.727
15966.600 2927.512 0.632
8192.007 3361.463 25.879
8165.521 3370.381 26.145
16106.826 2759.091 0.000
8136.514 3377.198 26.340
7967.866 3260.812 26.526
8015.550 3506.034 40.000
8062.641 3539.614 31.230
8114.673 3571.361 40.000
16074.356 2782.906 0.000
8200.977 3630.382 30.000
8253.059 3676.547 30.000
8307.417 3725.562 41.415
8367.150 3775.857 30.312
8435.939 3829.923 30.000
8636.017 3720.067 39.050
8613.379 3666.228 30.000
16041.995 2806.591 0.000
8573.542 3593.694 26.750
8514.540 3531.448 24.655
8494.422 3507.595 24.291
8372.961 3469.448 25.287
8346.600 3483.361 25.442
8319.662 3502.436 25.708
8288.974 3524.563 27.263
8251.890 3547.384 29.344
8207.547 3571.871 29.906
8276.308 3396.279 25.358
8219.123 3413.589 25.930
8189.843 3427.685 26.282
8155.651 3441.712 27.710
8062.559 3483.053 30.000
8298.500 3414.296 25.345
8274.262 3421.789 25.688
8248.413 3433.344 25.831
8220.701 3447.923 26.321
8191.909 3466.571 27.928
8155.364 3488.405 29.755
8110.572 3512.931 34.139
8250.889 3466.712 26.259
8250.861 3502.930 27.760
8320.731 3433.017 25.455
16009.743 2830.146 0.697
8277.809 3451.216 25.698
8345.325 3452.314 25.413
8283.520 3485.222 25.971
8159.428 3541.640 33.088
15977.600 2853.571 0.841
16118.743 2691.537 0.000
16086.104 2713.684 0.000
8327.760 3598.053 29.889
8317.357 3657.306 30.236
8377.177 3499.583 25.302
8379.951 3534.086 25.791
8379.426 3579.236 28.423
8377.273 3635.813 30.000
8374.055 3701.308 30.000
8432.298 3493.995 25.010
8409.995 3514.177 25.171
8440.103 3743.193 30.000
16053.533 2735.749 0.000
8430.017 3608.856 29.007
8435.033 3670.119 30.000
8462.989 3503.329 24.834
